task_id,difficulty,domain,task_type,pde_system,model,prompt_setting,facet,facet_id,model_answer,reference_answer,assistant_view,scoring_standard,human_score_0_5,human_error_tags,human_notes,score,score_rationale
easy_wave_1d_icbc_002,easy,wave_propagation,forward_pde_solving,1D wave equation,Pro/zai-org/GLM-4.7,canonical_v0.3,Physics Constraints,physics_constraints,"The system is governed by the 1D Wave Equation: $\frac{\partial^2 u}{\partial t^2} - c^2 \frac{\partial^2 u}{\partial x^2} = 0$, where $c$ is the known wave speed. The boundary conditions are Dirichlet type (fixed endpoints): $u(0, t) = 0$ and $u(L, t) = 0$. The initial conditions are $u(x, 0) = u_0(x)$ (initial displacement) and $\frac{\partial u}{\partial t}(x, 0) = v_0(x)$ (initial velocity). The model must satisfy these constraints exactly or within a small tolerance.","critical_points: includes wave-equation residual with second time derivative; includes both initial displacement and initial velocity; includes fixed endpoint boundary conditions || canonical_pde: u_tt = c^2 * u_xx, with c = 1.0 || constraints: initial_condition: u(x,0)=sin(pi*x); u_t(x,0)=0 | boundary_conditions: u(0,t)=0; u(1,t)=0 || reference_conditions: initial: u(x,0)=sin(pi*x); u_t(x,0)=0 | boundary: u(0,t)=0; u(1,t)=0 || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; mentions only one initial condition => max 3. A second-order wave equation requires displacement and velocity initial data.","AUTO_REVIEW: schema_valid=True | mentions cues: equation, initial, boundary, dirichlet, constraint | check possible missing cues: pde, residual, neumann, periodic, conservation, divergence, incompressible, mass | This is a preliminary reading aid, not an automatic score.",0=遗漏或写错核心物理约束；1=只泛泛说满足 PDE；2=包含部分约束但漏 IC/BC/观测/特殊约束；3=主要 residual 与条件基本正确；4=明确给出 residual、作用区域、IC/BC/观测和物理假设；5=进一步识别兼容性、守恒、散度、变系数、正则性等任务特异要求。,5,,,5,core_cue_ratio=1.00; reference_item_match=7/8
easy_wave_1d_icbc_002,easy,wave_propagation,forward_pde_solving,1D wave equation,Pro/zai-org/GLM-4.7,canonical_v0.3,Model Choice,model_choice,"A Fully Connected Neural Network (FCNN) with 4 to 6 hidden layers and 50 to 100 neurons per layer is recommended. The activation function should be $	anh$ or $\sin$ (SIREN) to handle the oscillatory nature of wave solutions and ensure smooth second-order derivatives. This architecture is suitable because it is a universal approximator capable of representing the continuous solution field, and it allows for efficient computation of the required partial derivatives via automatic differentiation.","critical_points: chooses a PINN or equivalent model capable of second derivatives; does not reduce the problem to a first-order heat/advection equation || acceptable_model_choices: PINN; physics-informed neural network || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; treats the wave equation as parabolic diffusion => max 2. The PDE type and dynamics are wrong.","AUTO_REVIEW: schema_valid=True | mentions cues: neural, siren, architecture, network | check possible missing cues: pinn, physics-informed, mlp, operator, fourier, domain decomposition, weak | This is a preliminary reading aid, not an automatic score.",0=无合适模型；1=泛称 NN/PINN；2=模型可行但理由弱；3=模型类别、输入输出和基本理由正确；4=架构与 PDE 类型、数据、导数、约束和正/反问题匹配；5=能针对高频、刚性、守恒、多尺度、复杂几何或可辨识性做任务感知选择。,4,,,4,core_cue_ratio=0.80; reference_item_match=2/4
easy_wave_1d_icbc_002,easy,wave_propagation,forward_pde_solving,1D wave equation,Pro/zai-org/GLM-4.7,canonical_v0.3,Training Strategy,training_strategy,"The loss function is a composite of the PDE residual, initial conditions, and boundary conditions: $\mathcal{L} = \lambda_{pde} \mathcal{L}_{pde} + \lambda_{ic} \mathcal{L}_{ic} + \lambda_{bc} \mathcal{L}_{bc}$. Collocation points for the PDE loss should be sampled using Latin Hypercube Sampling (LHS) or random sampling across the $(x,t)$ domain. Boundary points are fixed at $x=0$ and $x=L$, and initial points are fixed at $t=0$. Optimization should utilize the Adam optimizer for initial convergence, followed by the L-BFGS-B optimizer for second-order precision. Weights ($\lambda$) may need tuning to balance the influence of the PDE against the boundary/initial constraints.","critical_points: uses autodiff for second temporal and spatial derivatives; balances PDE, two IC terms, and BC losses; mentions phase-aware or time-propagation stability considerations; samples separate collocation points for initial displacement and initial velocity; uses two-stage optimization (e.g., Adam then L-BFGS) || expected_loss_terms: PDE residual loss; initial displacement loss; initial velocity loss; Dirichlet boundary loss || expected_training_strategy: sample collocation points in space-time; use automatic differentiation for second time and spatial derivatives; balance PDE, initial, and boundary losses; consider curriculum or residual-based sampling for wave propagation; sample separate sets of points for initial displacement and initial velocity; use multi-stage optimization schedule || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; mentions only one initial condition => max 3. A second-order wave equation requires displacement and velocity initial data.","AUTO_REVIEW: schema_valid=True | mentions cues: loss, residual, initial, boundary, sampling, collocation, optimizer, adam, l-bfgs, weight | check possible missing cues: data, normalize, adaptive | This is a preliminary reading aid, not an automatic score.",0=无可用训练方案；1=只泛称训练/最小化误差；2=有部分 loss 但漏关键项；3=包含 PDE、IC/BC/数据 loss、采样和优化；4=含归一化、Adam+L-BFGS、loss balancing、稳定性或监控；5=针对刚性、高频、长时程、边界层、多尺度、inverse/noisy 等困难给出具体训练策略。,4,,,4,core_cue_ratio=1.00; reference_item_match=8/15
easy_wave_1d_icbc_002,easy,wave_propagation,forward_pde_solving,1D wave equation,Pro/zai-org/GLM-4.7,canonical_v0.3,Validation Failure Risks,validation_failure_risks,"The primary risk is spectral bias, where the network fails to capture high-frequency components present in the initial displacement or velocity profiles. If the wave speed $c$ is high, the problem may become stiff, leading to optimization difficulties and convergence failure. Additionally, if the loss weights are not balanced, the model might prioritize satisfying the PDE in the interior while violating the fixed boundary conditions. The lack of specified domain length $L$ and time $T$ introduces a risk of input scaling errors if arbitrary values are assumed without normalization.","critical_points: checks displacement error; checks PDE residual and IC/BC errors; checks phase error over time || expected_validation: compare displacement against analytical or numerical reference solution; report PDE residual; report boundary and initial condition errors; check phase error over time || failure_traps: uses only one initial condition; omits velocity initial condition; ignores fixed-end boundary conditions; uses a first-order-in-time PDE form without justification; treats displacement and velocity initial conditions identically without separate sampling || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.","AUTO_REVIEW: schema_valid=True | mentions cues: error, risk, failure | check possible missing cues: validate, validation, residual, compare, identifiability, conservation, divergence, stability | This is a preliminary reading aid, not an automatic score.",0=无验证或风险分析；1=泛泛说检查精度；2=有部分验证但不任务特异；3=包含参考解/held-out/residual/IC-BC 检查和常见 PINN 风险；4=包含任务特异物理一致性指标与失败模式；5=深入说明不可验证内容、可辨识性、缺失条件、高频/守恒/散度/刚性等细节风险。,5,,,5,core_cue_ratio=1.00; reference_item_match=7/12
easy_poisson_2d_source_003,easy,potential_fields,forward_pde_solving,2D Poisson equation,Pro/zai-org/GLM-4.7,canonical_v0.3,Problem Formalization,problem_formalization,"The objective is to approximate the scalar field $u(x, y)$ satisfying the Poisson equation $\nabla^2 u = f(x, y)$ on a rectangular domain $\Omega = [x_{min}, x_{max}] \times [y_{min}, y_{max}]$. The solution must satisfy Dirichlet boundary conditions $u = g(x, y)$ on $\partial \Omega$. Specific details missing from the prompt include the explicit functional form of the source term $f(x, y)$, the boundary function $g(x, y)$, and the specific dimensions of the rectangle. The workflow will treat these as generic inputs to be defined by the user prior to execution.","critical_points: identifies a 2D elliptic Poisson boundary-value problem; states scalar field u(x,y) as unknown; recognizes source term is known; states source term and sign convention explicitly || variables: x; y; u(x,y) || known_parameters: f(x,y)=2*pi^2*sin(pi*x)*sin(pi*y) || unknowns: u(x,y) || domain_spec: space: (x,y) in [0,1]^2 | time: not applicable || parameter_values: source: 2*pi^2*sin(pi*x)*sin(pi*y) || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; confuses Poisson with Laplace by dropping the source => max 2. The source term is central to the task.; adds a time dimension or IC => max 2. This is a steady elliptic problem.","AUTO_REVIEW: schema_valid=True | mentions cues: domain, field, missing | check possible missing cues: known, unknown, parameter, geometry, forward, inverse, variable, identify | This is a preliminary reading aid, not an automatic score.",0=无可用形式化；1=只复述题面；2=识别部分变量/目标但有重大遗漏；3=基本正确但不完整；4=明确区分未知量、已知量、数据、域和任务目标；5=完整精确，并在不编造条件的前提下标出缺失规格。,5,,,5,core_cue_ratio=1.00; reference_item_match=4/4
easy_poisson_2d_source_003,easy,potential_fields,forward_pde_solving,2D Poisson equation,Pro/zai-org/GLM-4.7,canonical_v0.3,Physics Constraints,physics_constraints,"The model must satisfy the governing PDE constraint: $\frac{\partial^2 u}{\partial x^2} + \frac{\partial^2 u}{\partial y^2} - f(x, y) = 0$ at all interior collocation points. Additionally, the solution must strictly adhere to the Dirichlet boundary condition constraint: $u(x, y) - g(x, y) = 0$ for all points on the domain boundary. The solution is expected to be continuous and twice differentiable within the domain.","critical_points: includes Poisson residual with source term; includes Dirichlet boundary enforcement; does not introduce time or initial conditions; enforces Poisson residual with correct source term and sign || canonical_pde: -Delta u(x,y) = f(x,y), with f(x,y)=2*pi^2*sin(pi*x)*sin(pi*y) || constraints: boundary_conditions: u(x,y)=0 on the boundary of [0,1]^2 || reference_conditions: boundary: u=0 on all sides of [0,1]^2 || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; confuses Poisson with Laplace by dropping the source => max 2. The source term is central to the task.; adds a time dimension or IC => max 2. This is a steady elliptic problem.","AUTO_REVIEW: schema_valid=True | mentions cues: pde, boundary, dirichlet, constraint | check possible missing cues: residual, equation, initial, neumann, periodic, conservation, divergence, incompressible | This is a preliminary reading aid, not an automatic score.",0=遗漏或写错核心物理约束；1=只泛泛说满足 PDE；2=包含部分约束但漏 IC/BC/观测/特殊约束；3=主要 residual 与条件基本正确；4=明确给出 residual、作用区域、IC/BC/观测和物理假设；5=进一步识别兼容性、守恒、散度、变系数、正则性等任务特异要求。,3,,,3,core_cue_ratio=0.80; reference_item_match=3/9
easy_poisson_2d_source_003,easy,potential_fields,forward_pde_solving,2D Poisson equation,Pro/zai-org/GLM-4.7,canonical_v0.3,Model Choice,model_choice,"A fully connected Multi-Layer Perceptron (MLP) is selected due to its ability to approximate continuous functions on rectangular domains effectively. The network will take 2D coordinates $(x, y)$ as input and output a scalar value $u$. Hyperbolic tangent (Tanh) or Swish activation functions are recommended to ensure smoothness required for calculating second-order derivatives. A standard architecture (e.g., 4 hidden layers with 50-100 neurons each) provides sufficient capacity for this elliptic problem without excessive computational cost.","critical_points: chooses a PINN/neural field for an elliptic PDE; states sign convention or handles it consistently || acceptable_model_choices: PINN; physics-informed neural network; standard neural field with PDE residual || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.","AUTO_REVIEW: schema_valid=True | mentions cues: mlp, architecture, network | check possible missing cues: pinn, physics-informed, neural, operator, fourier, siren, domain decomposition, weak | This is a preliminary reading aid, not an automatic score.",0=无合适模型；1=泛称 NN/PINN；2=模型可行但理由弱；3=模型类别、输入输出和基本理由正确；4=架构与 PDE 类型、数据、导数、约束和正/反问题匹配；5=能针对高频、刚性、守恒、多尺度、复杂几何或可辨识性做任务感知选择。,3,,,3,core_cue_ratio=0.80; reference_item_match=1/5
easy_poisson_2d_source_003,easy,potential_fields,forward_pde_solving,2D Poisson equation,Pro/zai-org/GLM-4.7,canonical_v0.3,Training Strategy,training_strategy,"The training minimizes a composite loss function $L = \lambda_{pde} L_{PDE} + \lambda_{bc} L_{BC}$. $L_{PDE}$ is the Mean Squared Error (MSE) of the PDE residual evaluated on $N_f$ collocation points sampled uniformly or via Latin Hypercube Sampling inside the domain. $L_{BC}$ is the MSE of the boundary condition error evaluated on $N_b$ points sampled on the rectangle edges. Optimization will proceed using the Adam optimizer for initial convergence, followed by the L-BFGS optimizer for high-precision refinement. Weights $\lambda$ may be dynamically adjusted if loss scales differ significantly.","critical_points: samples interior collocation points and all boundary sides; weights boundary loss adequately; normalizes coordinates or domain || expected_loss_terms: Poisson residual loss; Dirichlet boundary loss; Poisson source residual loss || expected_training_strategy: sample interior collocation points; sample boundary points on all sides; state the sign convention for the Poisson equation; normalize coordinates || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.","AUTO_REVIEW: schema_valid=True | mentions cues: loss, residual, initial, boundary, sampling, collocation, optimizer, adam, l-bfgs, weight | check possible missing cues: data, normalize, adaptive | This is a preliminary reading aid, not an automatic score.",0=无可用训练方案；1=只泛称训练/最小化误差；2=有部分 loss 但漏关键项；3=包含 PDE、IC/BC/数据 loss、采样和优化；4=含归一化、Adam+L-BFGS、loss balancing、稳定性或监控；5=针对刚性、高频、长时程、边界层、多尺度、inverse/noisy 等困难给出具体训练策略。,4,,,4,core_cue_ratio=1.00; reference_item_match=5/10
easy_poisson_2d_source_003,easy,potential_fields,forward_pde_solving,2D Poisson equation,Pro/zai-org/GLM-4.7,canonical_v0.3,Validation Failure Risks,validation_failure_risks,"Primary risks include spectral bias, where the network fails to capture high-frequency features in the source term or boundary conditions, and boundary leakage, where soft constraints result in small but non-zero errors at the edges. Optimization may also stagnate in local minima if the PDE and BC losses conflict. To mitigate these, validation should be performed on a held-out set of random points, monitoring both residual error and boundary error. If boundary leakage is severe, a hard constraint approach (modifying the network output to analytically satisfy BCs) should be considered.","critical_points: checks residual error; checks boundary error; compares to analytic or numerical reference || expected_validation: compare with analytical solution u=sin(pi*x)*sin(pi*y); report residual error; report boundary error || failure_traps: misses source term; confuses Poisson with Laplace; omits boundary loss; uses the opposite sign convention without stating it; omits source term or incorrectly assumes Laplace equation || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.","AUTO_REVIEW: schema_valid=True | mentions cues: validation, residual, error, risk | check possible missing cues: validate, compare, failure, identifiability, conservation, divergence, stability, reference | This is a preliminary reading aid, not an automatic score.",0=无验证或风险分析；1=泛泛说检查精度；2=有部分验证但不任务特异；3=包含参考解/held-out/residual/IC-BC 检查和常见 PINN 风险；4=包含任务特异物理一致性指标与失败模式；5=深入说明不可验证内容、可辨识性、缺失条件、高频/守恒/散度/刚性等细节风险。,4,,,4,core_cue_ratio=1.00; reference_item_match=6/11
easy_burgers_1d_periodic_004,easy,fluid_dynamics,forward_pde_solving,1D viscous Burgers equation,Pro/zai-org/GLM-4.7,canonical_v0.3,Problem Formalization,problem_formalization,"The objective is to approximate the velocity field $u(x,t)$ satisfying the 1D viscous Burgers equation: $\frac{\partial u}{\partial t} + u \frac{\partial u}{\partial x} = \nu \frac{\partial^2 u}{\partial x^2}$. The spatial domain is periodic $x \in [0, L]$ and temporal domain is $t \in [0, T]$. The initial condition $u(x, 0) = u_0(x)$ and viscosity coefficient $\nu$ are provided as inputs. Specific values for domain length $L$, final time $T$, and the functional form of $u_0(x)$ are required to execute the simulation but are treated as known parameters in this workflow design.","critical_points: identifies viscous Burgers equation; states u(x,t) as velocity field; recognizes known viscosity and forward-solve setting || variables: x; t; u(x,t) || known_parameters: nu = 0.01/pi || unknowns: u(x,t) || domain_spec: space: x in [0,1] | time: t in [0,1] || parameter_values: nu: 0.01/pi || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; drops nonlinear advection => max 2. The nonlinear term defines Burgers dynamics.","AUTO_REVIEW: schema_valid=True | mentions cues: known, parameter, domain, field | check possible missing cues: unknown, geometry, forward, inverse, variable, identify, missing | This is a preliminary reading aid, not an automatic score.",0=无可用形式化；1=只复述题面；2=识别部分变量/目标但有重大遗漏；3=基本正确但不完整；4=明确区分未知量、已知量、数据、域和任务目标；5=完整精确，并在不编造条件的前提下标出缺失规格。,5,,,5,core_cue_ratio=1.00; reference_item_match=3/3
easy_burgers_1d_periodic_004,easy,fluid_dynamics,forward_pde_solving,1D viscous Burgers equation,Pro/zai-org/GLM-4.7,canonical_v0.3,Physics Constraints,physics_constraints,"The model must satisfy the governing PDE residual $f = u_t + u u_x - \nu u_{xx} = 0$. Initial conditions must match the known profile $u_0(x)$ at $t=0$. Boundary conditions must enforce periodicity, requiring $u(0, t) = u(L, t)$ and $\frac{\partial u}{\partial x}(0, t) = \frac{\partial u}{\partial x}(L, t)$ to ensure smooth transition across domain boundaries.","critical_points: includes nonlinear advection u u_x and viscosity term; includes initial-condition loss; enforces periodic value and preferably derivative consistency; enforces periodic boundary conditions on both u and its spatial derivative || canonical_pde: u_t + u * u_x = nu * u_xx, with nu = 0.01/pi || constraints: initial_condition: u(x,0)=sin(2*pi*x) for the reference setting | boundary_conditions: u(0,t)=u(1,t); u_x(0,t)=u_x(1,t) || reference_conditions: initial: u(x,0)=sin(2*pi*x) | boundary: u(0,t)=u(1,t); u_x(0,t)=u_x(1,t) || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; treats periodic boundaries as fixed Dirichlet boundaries => max 2. Boundary type is explicitly periodic.; drops nonlinear advection => max 2. The nonlinear term defines Burgers dynamics.","AUTO_REVIEW: schema_valid=True | mentions cues: pde, residual, initial, boundary, periodic | check possible missing cues: equation, dirichlet, neumann, constraint, conservation, divergence, incompressible, mass | This is a preliminary reading aid, not an automatic score.",0=遗漏或写错核心物理约束；1=只泛泛说满足 PDE；2=包含部分约束但漏 IC/BC/观测/特殊约束；3=主要 residual 与条件基本正确；4=明确给出 residual、作用区域、IC/BC/观测和物理假设；5=进一步识别兼容性、守恒、散度、变系数、正则性等任务特异要求。,4,,,4,core_cue_ratio=1.00; reference_item_match=6/9
easy_burgers_1d_periodic_004,easy,fluid_dynamics,forward_pde_solving,1D viscous Burgers equation,Pro/zai-org/GLM-4.7,canonical_v0.3,Model Choice,model_choice,"A Physics-Informed Neural Network (PINN) with a Fully Connected architecture is selected. Given the potential for steep gradients (shocks), a deeper network with Sinusoidal (SIREN) or Swish activation functions is preferred over standard Tanh to mitigate spectral bias and better capture high-frequency features. The network takes coordinates $(x, t)$ as input and outputs the velocity $u$.","critical_points: chooses PINN or conservative/shock-aware variant; accounts for possible steep gradients || acceptable_model_choices: PINN; physics-informed neural network; conservative or shock-aware PINN variant || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.","AUTO_REVIEW: schema_valid=True | mentions cues: pinn, physics-informed, neural, siren, architecture, network | check possible missing cues: mlp, operator, fourier, domain decomposition, weak | This is a preliminary reading aid, not an automatic score.",0=无合适模型；1=泛称 NN/PINN；2=模型可行但理由弱；3=模型类别、输入输出和基本理由正确；4=架构与 PDE 类型、数据、导数、约束和正/反问题匹配；5=能针对高频、刚性、守恒、多尺度、复杂几何或可辨识性做任务感知选择。,5,,,5,core_cue_ratio=1.00; reference_item_match=5/5
easy_burgers_1d_periodic_004,easy,fluid_dynamics,forward_pde_solving,1D viscous Burgers equation,Pro/zai-org/GLM-4.7,canonical_v0.3,Training Strategy,training_strategy,"The loss function combines PDE residual, initial condition, and boundary condition errors: $\mathcal{L} = \lambda_{pde}\mathcal{L}_{pde} + \lambda_{ic}\mathcal{L}_{ic} + \lambda_{bc}\mathcal{L}_{bc}$. Collocation points are sampled using Latin Hypercube Sampling (LHS). To handle steep gradients, a residual-based adaptive sampling strategy is employed, iteratively adding points where the PDE residual is highest. Optimization uses Adam for initial convergence followed by L-BFGS for precision.","critical_points: uses matched periodic boundary sampling; uses residual/adaptive sampling near steep gradients; balances residual, IC, and periodic losses || expected_loss_terms: Burgers residual loss; initial condition loss; periodic boundary loss; optional periodic derivative loss; periodic derivative loss || expected_training_strategy: sample interior collocation points; sample matched periodic boundary pairs; consider residual-based adaptive sampling near steep gradients; use loss weighting to balance residual, initial, and periodic boundary terms; include separate loss for periodic derivative continuity; consider using Fourier features or SIREN network for periodic functions || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; treats periodic boundaries as fixed Dirichlet boundaries => max 2. Boundary type is explicitly periodic.","AUTO_REVIEW: schema_valid=True | mentions cues: loss, residual, initial, boundary, sampling, collocation, adam, l-bfgs, adaptive | check possible missing cues: data, optimizer, weight, normalize | This is a preliminary reading aid, not an automatic score.",0=无可用训练方案；1=只泛称训练/最小化误差；2=有部分 loss 但漏关键项；3=包含 PDE、IC/BC/数据 loss、采样和优化；4=含归一化、Adam+L-BFGS、loss balancing、稳定性或监控；5=针对刚性、高频、长时程、边界层、多尺度、inverse/noisy 等困难给出具体训练策略。,5,,,5,core_cue_ratio=1.00; reference_item_match=11/14
easy_burgers_1d_periodic_004,easy,fluid_dynamics,forward_pde_solving,1D viscous Burgers equation,Pro/zai-org/GLM-4.7,canonical_v0.3,Validation Failure Risks,validation_failure_risks,"Primary risks include the inability to resolve sharp shock fronts due to spectral bias, resulting in smeared solutions. Optimization may stagnate in local minima where the shock location is incorrect. Additionally, standard PINNs may struggle to strictly conserve mass and momentum, leading to drift in the solution amplitude over time, particularly if the viscosity $\nu$ is very low.","critical_points: checks numerical reference error; checks residual; checks periodicity and gradient/steep-front behavior || expected_validation: compare against a numerical solver; report L2 error; report PDE residual; check periodic value and derivative errors || failure_traps: omits nonlinear advection term; treats periodic BC as Dirichlet zero BC; omits initial condition; ignores possible steep gradients; enforces only value periodicity and omits derivative continuity || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.","AUTO_REVIEW: schema_valid=True | mentions cues: risk | check possible missing cues: validate, validation, residual, error, compare, failure, identifiability, conservation | This is a preliminary reading aid, not an automatic score.",0=无验证或风险分析；1=泛泛说检查精度；2=有部分验证但不任务特异；3=包含参考解/held-out/residual/IC-BC 检查和常见 PINN 风险；4=包含任务特异物理一致性指标与失败模式；5=深入说明不可验证内容、可辨识性、缺失条件、高频/守恒/散度/刚性等细节风险。,3,,,3,core_cue_ratio=1.00; reference_item_match=1/12
easy_advection_1d_periodic_005,easy,transport,forward_pde_solving,1D linear advection equation,Pro/zai-org/GLM-4.7,canonical_v0.3,Problem Formalization,problem_formalization,"The task involves solving the 1D linear advection equation $\partial u / \partial t + c \partial u / \partial x = 0$ on a spatial domain $x \in [0, L]$ and time domain $t \in [0, T]$. The initial condition $u(x, 0) = u_0(x)$ is provided. The boundary conditions are periodic, requiring $u(0, t) = u(L, t)$. Missing parameters include the advection speed $c$, the domain length $L$, the final time $T$, and the specific functional form of the initial profile $u_0(x)$. These values must be specified or assumed to define the optimization problem.","critical_points: identifies linear advection equation; states scalar field u(x,t); recognizes known constant advection speed || variables: x; t; u(x,t) || known_parameters: c = 1.0 || unknowns: u(x,t) || domain_spec: space: x in [0,1] | time: t in [0,1] || parameter_values: c: 1.0 || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; adds diffusion or smoothing not in the task => max 3. The task is pure advection.","AUTO_REVIEW: schema_valid=True | mentions cues: parameter, domain, missing | check possible missing cues: known, unknown, geometry, field, forward, inverse, variable, identify | This is a preliminary reading aid, not an automatic score.",0=无可用形式化；1=只复述题面；2=识别部分变量/目标但有重大遗漏；3=基本正确但不完整；4=明确区分未知量、已知量、数据、域和任务目标；5=完整精确，并在不编造条件的前提下标出缺失规格。,5,,,5,core_cue_ratio=0.80; reference_item_match=2/3
easy_advection_1d_periodic_005,easy,transport,forward_pde_solving,1D linear advection equation,Pro/zai-org/GLM-4.7,canonical_v0.3,Physics Constraints,physics_constraints,"The solution must satisfy the PDE residual $f = u_t + c u_x = 0$ at all collocation points. The initial condition constraint $u(x, 0) = u_0(x)$ must be strictly enforced. Periodicity constraints require $u(0, t) = u(L, t)$ and, for smoothness, $\partial u / \partial x (0, t) = \partial u / \partial x (L, t)$. The system should conserve the integral of the scalar quantity over the spatial domain in the absence of diffusion.","critical_points: includes advection residual; includes initial-condition loss; enforces periodic boundary condition; enforces periodic boundary conditions on both u and its spatial derivative || canonical_pde: u_t + c * u_x = 0, with c = 1.0 || constraints: initial_condition: u(x,0)=sin(2*pi*x) for the reference setting | boundary_conditions: u(0,t)=u(1,t) || reference_conditions: initial: u(x,0)=sin(2*pi*x) | boundary: u(0,t)=u(1,t) || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; adds diffusion or smoothing not in the task => max 3. The task is pure advection.; omits periodic boundary handling => max 3. Periodicity is explicitly stated.","AUTO_REVIEW: schema_valid=True | mentions cues: pde, residual, initial, periodic, constraint | check possible missing cues: equation, boundary, dirichlet, neumann, conservation, divergence, incompressible, mass | This is a preliminary reading aid, not an automatic score.",0=遗漏或写错核心物理约束；1=只泛泛说满足 PDE；2=包含部分约束但漏 IC/BC/观测/特殊约束；3=主要 residual 与条件基本正确；4=明确给出 residual、作用区域、IC/BC/观测和物理假设；5=进一步识别兼容性、守恒、散度、变系数、正则性等任务特异要求。,4,,,4,core_cue_ratio=1.00; reference_item_match=6/9
easy_advection_1d_periodic_005,easy,transport,forward_pde_solving,1D linear advection equation,Pro/zai-org/GLM-4.7,canonical_v0.3,Model Choice,model_choice,"A standard Fully Connected Neural Network (MLP) with hyperbolic tangent (Tanh) or Swish activation functions is selected. The network takes normalized coordinates $(x, t)$ as input and outputs the scalar field $u$. This architecture is chosen for its universal approximation capabilities and ease of implementation for 1D problems. While Fourier Feature Networks could explicitly encode periodicity, a standard MLP is sufficient for this 'easy' classification task, relying on the loss function to enforce periodicity.","critical_points: chooses PINN or transport-aware neural solver; does not add diffusion or reaction terms without evidence || acceptable_model_choices: PINN; physics-informed neural network; transport-aware neural solver || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.","AUTO_REVIEW: schema_valid=True | mentions cues: neural, mlp, fourier, architecture, network | check possible missing cues: pinn, physics-informed, operator, siren, domain decomposition, weak | This is a preliminary reading aid, not an automatic score.",0=无合适模型；1=泛称 NN/PINN；2=模型可行但理由弱；3=模型类别、输入输出和基本理由正确；4=架构与 PDE 类型、数据、导数、约束和正/反问题匹配；5=能针对高频、刚性、守恒、多尺度、复杂几何或可辨识性做任务感知选择。,3,,,3,core_cue_ratio=1.00; reference_item_match=1/5
