task_id,model,facet,model_answer,score
hard_navier_stokes_2d_018,Pro/moonshotai/Kimi-K2.6,Validation Failure Risks,"1) Non-uniqueness due to missing pressure datum and incomplete BCs/ICs: the model may fit observations yet violate physics in unobserved regions. 2) Spectral bias and under-resolution: thin boundary layers or turbulent structures may be smoothed out; monitor maximum divergence and residual norms as physics-based sanity checks. 3) Extrapolation gaps: sparse or boundary-only observations may fail to constrain interior vortices or outflows, causing high error away from sensors. 4) Causality violation in unsteady problems: long-time integration with missing ICs leads to drifting trajectories; validate using kinetic energy and enstrophy budgets. 5) Parameter mismatch: if ν or ρ are misspecified, the learned pressure field will compensate incorrectly; report relative L² velocity error, divergence L^∞ norm, and momentum residual magnitude, but note that pressure cannot be directly validated without ground truth or additional constraints.",5
hard_darcy_heterogeneous_019,Pro/moonshotai/Kimi-K2.6,Problem Formalization,"Steady Darcy flow in a spatial domain Omega (geometry and dimension d=2 or 3 unspecified) is governed by the elliptic PDE nabla dot (K(x) nabla h(x)) = 0, assuming no internal sources or sinks. The scalar hydraulic head h(x) is unknown; the permeability field K(x) > 0 is known everywhere. Available boundary conditions are mentioned but their types (Dirichlet, Neumann, or mixed), spatial distribution, and partition of the boundary are not detailed. Missing information includes: exact domain geometry, source/sink terms, whether K is an isotropic scalar or a full tensor, and the specific boundary segment definitions. If the boundary data are purely Neumann, a compatibility condition (zero net flux) is required for well-posedness. The task is treated as a forward elliptic solve with a known coefficient field and boundary-informed constraints.",5
hard_darcy_heterogeneous_019,Pro/moonshotai/Kimi-K2.6,Physics Constraints,"The primary constraint is the PDE residual nabla dot (K nabla h) = 0 enforced at interior collocation points. Boundary constraints must represent available Dirichlet head data and/or Neumann flux data -K nabla h dot n = q. If K is piecewise-defined across distinct geological facies, interface constraints must enforce continuity of head (h^+ = h^-) and continuity of normal flux (K^+ nabla h^+ dot n = K^- nabla h^- dot n). Physical bounds include K > 0 (given) and the elliptic maximum principle for h in the absence of sources. The supplied boundary conditions must be verified for compatibility and sufficiency to guarantee a unique solution.",5
hard_darcy_heterogeneous_019,Pro/moonshotai/Kimi-K2.6,Model Choice,"Use a Physics-Informed Neural Network (PINN) that maps spatial coordinates x to hydraulic head h(x). Automatic differentiation computes nabla h, and the known K(x) is multiplied pointwise to form the flux before taking the divergence. To handle heterogeneous and potentially discontinuous K, employ either a multi-scale Fourier-feature embedding to mitigate spectral bias or a domain-decomposed XPINN/cPINN with separate subnets per facies if K is piecewise constant, explicitly coupling interface conditions. Dirichlet boundaries should be hard-enforced via an output transformation h_pred = h_D + dist(x, Gamma_D) * NN(x) to reduce the BC learning burden. This choice is appropriate because the problem is a single forward elliptic solve with known K and boundary data, requiring no operator-learning dataset, but standard PINNs need architectural enhancement for sharp coefficient variations.",5
hard_darcy_heterogeneous_019,Pro/moonshotai/Kimi-K2.6,Training Strategy,"Minimize a composite loss L = lambda_pde L_pde + lambda_D L_D + lambda_N L_N + lambda_int L_int. L_pde is the squared PDE residual on quasi-random (Sobol or Halton) interior collocation points; L_D and L_N are squared errors on sampled boundary points; L_int penalizes head and normal-flux mismatches across facies interfaces. Apply residual-based adaptive refinement (RAR) to add collocation points in high-residual regions, especially near permeability jumps or high-gradient zones. Optimize first with Adam (learning rate 1e-3 with exponential decay) for O(1e5) iterations, then switch to L-BFGS for convergence. Use adaptive weighting (NTK-based or GradNorm) to balance loss terms, which is critical when K spans multiple orders of magnitude; apply log-scaling to K if contrast is extreme. Validation metrics include relative L2 error against a reference FEM solution (if available), global mass balance (integral of boundary flux), and maximum-principle checks.",5
hard_darcy_heterogeneous_019,Pro/moonshotai/Kimi-K2.6,Validation Failure Risks,"Key risks are: (1) Ill-posedness from underspecified or incompatible boundary conditions (e.g., pure Neumann without zero-mean compatibility), leading to non-unique or non-existent solutions. (2) Spectral bias and inability to resolve sharp head gradients or discontinuities in K without domain decomposition or specialized embeddings. (3) Loss-term imbalance when K varies over many orders of magnitude, causing the optimizer to ignore low-permeability regions. (4) Derivative amplification errors when computing fluxes from the neural head field, particularly near boundaries and interfaces. (5) Structural misspecification if K is anisotropic/tensorial but modeled as scalar. (6) Absence of interior observation data prevents data-driven correction; errors may persist in low-residual but physically sensitive zones. Mitigation requires verifying K structure, enforcing interface conditions, monitoring mass conservation integrals, and using adaptive sampling.",5
hard_helmholtz_high_frequency_020,Pro/moonshotai/Kimi-K2.6,Problem Formalization,"Solve the 2D Helmholtz equation Δu + k²u = f in a bounded domain Ω ⊂ ℝ² with a known source f and prescribed boundary conditions on ∂Ω. The wave number k is high, so u is highly oscillatory with wavelength λ = 2π/k. The exact geometry of Ω, the specific boundary condition type (Dirichlet, Neumann, Robin, or impedance), the numerical value of k, and whether the problem is scalar or vector are unspecified. Without the geometry, collocation placement and boundary parameterization are undefined; without the BC type, the loss term and well-posedness analysis cannot be finalized; and without k, the required network capacity and sampling density are unknown. The goal is to learn a surrogate u_θ that satisfies the PDE and BCs with high fidelity despite the high frequency.",5
hard_helmholtz_high_frequency_020,Pro/moonshotai/Kimi-K2.6,Physics Constraints,"The surrogate must satisfy the Helmholtz residual in the interior and match boundary data. Because the problem is frequency-domain, u is complex-valued (or represented as real/imaginary pairs), so the network must output two channels. High k imposes a length-scale constraint: features of size O(1/k) must be resolved. If Ω truncates an unbounded exterior problem, an absorbing boundary condition or PML is required but is not specified; its absence would introduce spurious reflections. If k coincides with a Laplacian eigenvalue on Ω, the problem is ill-posed (non-unique), which can destabilize training. Any spatial variability in the refractive index or wave speed is also unspecified and would change the operator to Δu + k²n²(x)u = f.",5
hard_helmholtz_high_frequency_020,Pro/moonshotai/Kimi-K2.6,Model Choice,"Use a Fourier Feature Network (FFN) or a SIREN architecture to overcome spectral bias; a standard ReLU MLP is unsuitable because it learns low frequencies first and cannot efficiently represent O(k) oscillations. Map input coordinates x through a Fourier feature embedding γ(x) = [cos(2πBx), sin(2πBx)] with frequency matrix B sampled from N(0, σ²I) where σ is chosen proportional to k, or use a multi-scale Fourier bank spanning the expected wavenumber range. Feed the embedding into a 4–6 layer MLP with 256–512 hidden units and tanh or ReLU activations, outputting two channels for the real and imaginary parts. Residual connections and optional layer normalization improve gradient flow. This choice is justified because Fourier features shift the network's effective spectrum to match the Helmholtz solution's oscillatory structure, while the MLP learns the slowly varying amplitude.",5
hard_helmholtz_high_frequency_020,Pro/moonshotai/Kimi-K2.6,Training Strategy,"Define the loss L = λ_pde L_pde + λ_bc L_bc, where L_pde is the mean squared Helmholtz residual over interior collocation points and L_bc is the MSE on the boundary data (form depends on the unknown BC type). Use a curriculum: start training at a reduced wave number or with a smoothed source, then progressively increase k to the target to avoid poor local minima. Sample collocation points with quasi-random Sobol sequences and refine adaptively via Residual-based Adaptive Refinement (RAR), adding points where the PDE residual is largest until it falls below a tolerance. Ensure O(k) points per wavelength; combine a coarse background grid with locally dense adaptive clusters. Optimize first with Adam (learning rate 1e-3 with cosine annealing), then fine-tune with L-BFGS. Use adaptive loss weighting (e.g., gradient norm balancing or NTK eigenvalue weighting) so interior and boundary terms train at comparable rates. If Dirichlet conditions apply, enforce them exactly via û = d(x)·NN(x) + g where d(x) is the distance to ∂Ω, eliminating the BC penalty.",5
hard_helmholtz_high_frequency_020,Pro/moonshotai/Kimi-K2.6,Validation Failure Risks,"Key risks include: (1) Spectral bias causing the network to predict a low-frequency envelope rather than the true oscillatory solution; validate by comparing against a high-resolution FEM reference on a held-out dense grid and monitoring relative L² and H¹ errors. (2) Phase pollution where small wavelength errors accumulate globally; validate using pointwise phase error and, if applicable, far-field consistency. (3) Ill-posedness if k is near a resonant eigenvalue; validate by checking for loss plateaus or non-unique modes, and regularize or verify k if suspected. (4) Boundary leakage from soft penalty enforcement; validate by evaluating the boundary residual on a denser test set than used for training. (5) Missing ABC/PML on a truncated domain; validate by inspecting energy flux or comparing with analytic solutions for simple geometries. (6) Aliasing from insufficient collocation density; validate via a convergence study showing error reduction as N_collocation increases. (7) Optimization stagnation in high-frequency loss landscapes; validate by training multiple runs with different Fourier feature scales and selecting the lowest validation residual.",5
hard_plus_helmholtz_staircase_021,Pro/moonshotai/Kimi-K2.6,Problem Formalization,"The task is to solve the 2D frequency-domain Helmholtz equation Δu + k²u = f in a bounded, staircase-shaped polygonal domain Ω ⊂ ℝ², where u is a complex-valued scalar field, k is the wavenumber, and f is a known source term. The boundary ∂Ω consists of piecewise-linear edges with sharp corners. The problem statement provides the source and boundary conditions but omits critical specifics: the exact wavenumber k, the vertex coordinates defining the staircase geometry, the boundary condition type on each edge (Dirichlet, Neumann, or impedance), and whether the problem is interior or exterior (no radiation condition is stated). These missing data prevent precise determination of sampling density, loss weighting, and validation thresholds. The high-frequency regime implies the wavelength λ = 2π/k is small relative to domain features, so the solution is highly oscillatory and may exhibit corner singularities.",5
hard_plus_helmholtz_staircase_021,Pro/moonshotai/Kimi-K2.6,Physics Constraints,"The primary constraint is the Helmholtz PDE residual, R = Δu + k²u − f, which must vanish throughout Ω. Boundary constraints require satisfaction of the known—but unspecified in type—boundary data on each edge of ∂Ω. Sharp reentrant or convex corners in the staircase introduce singular gradients that are physical and must not be smoothed over. Because the problem is high-frequency, the model must resolve O(k) oscillations per unit length; failure to do so violates the wave physics and leads to dispersive errors. If the problem were exterior, a Sommerfeld radiation condition would be required; its absence suggests an interior formulation. No observational data or coefficient heterogeneity are mentioned, so the workflow is purely physics-driven with no data-fitting term.",5
hard_plus_helmholtz_staircase_021,Pro/moonshotai/Kimi-K2.6,Model Choice,"A standard fully-connected PINN is insufficient because its smooth, low-frequency-biased activations exhibit severe spectral bias and cannot efficiently represent the rapidly oscillatory Helmholtz solution; training often stalls on a low-frequency envelope or diverges under high wavenumber. Instead, the recommended architecture is a Complex-valued Multi-scale Fourier Feature Network (CMFFN) deployed within an eXtended PINN (XPINN) decomposition. Rationale: (1) Random Fourier feature embeddings with trainable, multi-scale frequency matrices map spatial coordinates into a regime where the MLP can learn high-frequency content, mitigating spectral bias. (2) A complex-valued output layer (or twin real networks for real and imaginary parts) naturally encodes the wavefield amplitude and phase. (3) XPINNs partition the staircase into simpler rectangular subdomains (individual steps and landings), reducing geometric complexity per subnetwork and isolating corner singularities. (4) Interface conditions between subdomains enforce C0 and weak C1 continuity via penalty terms, preserving global consistency. This combination outperforms a monolithic PINN on complex polygonal domains.",5
hard_plus_helmholtz_staircase_021,Pro/moonshotai/Kimi-K2.6,Training Strategy,"1) Geometry and Sampling: Decompose the staircase into non-overlapping rectangular subdomains with conformal interfaces. Use Sobol sequences for interior collocation, but adaptively refine sampling density via Residual-based Adaptive Refinement (RAR), concentrating points near sharp corners and boundaries where gradients are singular; maintain at least O(k) collocation points per wavelength in oscillatory regions. 2) Architecture: Input coordinates are embedded through a Fourier feature layer γ(x) = [cos(2π B x), sin(2π B x)] with trainable, multi-scale bandwidth matrix B, followed by a complex-valued MLP. 3) Loss Formulation: L = λ_pde L_pde + λ_bc L_bc + λ_int L_int, where L_pde is the squared L² norm of the Helmholtz residual per subdomain, L_bc enforces the known boundary data on external edges, and L_int penalizes jumps in u and its normal derivative across interfaces. Employ dynamic loss weighting (e.g., normalized gradient statistics or NTK-based balancing) to prevent boundary terms from dominating. 4) Curriculum: Pre-train at a reduced wavenumber (e.g., k/4) to learn coarse structure, then progressively increase k to the target value, fine-tuning at each stage. 5) Validation Metrics: If a high-fidelity spectral-element or FEM reference is obtainable, monitor relative L² and H¹ errors; otherwise track subdomain PDE residual norms, maximum boundary error, and interface jump norms as proxies. 6) Optimization: Begin with Adam (learning rate ~1e-3) for 20k–50k iterations, then switch to L-BFGS for high-accuracy convergence. Normalize coordinates to a unit box and scale the PDE residual by 1/k² to improve conditioning.",5
hard_plus_helmholtz_staircase_021,Pro/moonshotai/Kimi-K2.6,Validation Failure Risks,"1) Spectral bias and frequency aliasing: The network may converge to a low-frequency mode or incorrect envelope, yielding a deceptively small loss while the PDE residual remains large in oscillatory regions; standard residual checks are unreliable because high-frequency errors cancel under integration. 2) Corner singularities: Sharp staircase corners produce unbounded second derivatives; smooth neural activations incur large local errors that can propagate globally unless subdomain decomposition is sufficiently fine. 3) Phase error accumulation: Helmholtz solutions are exquisitely sensitive to phase; PINNs lack built-in dispersion control, so small phase shifts (undetectable by naive residual norms) cause O(1) field errors. 4) Loss imbalance and interface errors: In XPINNs, unequal subdomain sizes or wavenumber scaling can cause interface penalties to dominate or vanish, leading to discontinuous or non-physical solutions. 5) Missing validation data: Without an exact solution or high-fidelity FEM reference, validation relies on residual and boundary error norms, which are poor proxies for high-frequency accuracy. 6) Geometry and BC omissions: Unspecified wavenumber, vertex coordinates, or boundary condition types per edge prevent reproducibility and may render any trained model invalid if assumptions are wrong. 7) Ill-conditioning: The k² term amplifies any representation error, causing training instability and poor generalization, especially if the network width and depth are insufficient relative to k.",5
hard_plus_acoustic_scattering_maze_022,Pro/moonshotai/Kimi-K2.6,Problem Formalization,"Treat the task as a time-harmonic acoustic scattering problem in 2D. The total pressure field u_total satisfies the Helmholtz equation ∇²u_total + k²u_total = 0, or a variable-coefficient form ∇·(1/ρ ∇u_total) + ω²/ρc² u_total = 0 if material properties vary, in the fluid region outside obstacles and maze walls. Decompose u_total = u_inc + u_scat, where u_inc is the known incident wave and u_scat is the unknown scattered field to be learned. The domain is a complex, multiply connected maze-like region. The specific boundary condition type on each wall (Dirichlet, Neumann, or impedance) is required but not specified here; it must be provided to close the system. If the problem is exterior (unbounded), a Sommerfeld radiation condition or a Perfectly Matched Layer (PML) on a truncated boundary is necessary. If obstacles are penetrable, transmission conditions (continuity of pressure and normal velocity) apply at interfaces. The objective is to predict the scattered field and, if needed, the far-field pattern.",5
hard_plus_acoustic_scattering_maze_022,Pro/moonshotai/Kimi-K2.6,Physics Constraints,"Governing equation: Helmholtz equation with wavenumber k (or spatially varying k(x) and density ρ(x) if heterogeneous media). Boundary constraints: on maze walls and obstacles, enforce either u_scat = -u_inc (sound-soft/Dirichlet), ∂u_scat/∂n = -∂u_inc/∂n (sound-hard/Neumann), or Robin/impedance conditions; because the exact type is unspecified, the workflow must parameterize it and enforce it as a soft or hard constraint. Radiation constraint: for exterior problems, the 2D Sommerfeld condition lim_{r→∞} √r(∂u_scat/∂r - iku_scat) = 0 must hold; if truncated, replace with PML or absorbing boundary condition. Interface constraints: if material properties change across obstacles, enforce continuity of pressure and normal particle velocity. Missing specifications: explicit wavenumber/frequency range, boundary type per surface, and whether the domain is bounded with PML or truly unbounded. Their absence prevents precise loss weighting and architecture choices for radiation handling.",5
hard_plus_acoustic_scattering_maze_022,Pro/moonshotai/Kimi-K2.6,Model Choice,"Select a Physics-Informed Neural Network (PINN) with Fourier feature embeddings to mitigate spectral bias against oscillatory Helmholtz solutions. Input coordinates are mapped through a Fourier feature layer with frequencies scaled to the expected wavenumber k, concatenated with a Signed Distance Function (SDF) or level-set representation φ(x) of the maze geometry to encode complex boundaries without re-meshing. The network has two output neurons representing the real and imaginary parts of the complex scattered field u_scat. A modified MLP with residual connections or a sinusoidal representation network (SIREN) is an alternative, but Fourier features are preferred for frequency adaptability. If many geometric variations are required, augment with a Neural Operator backbone (e.g., FNO for parametric geometry), but for a single fixed maze, the SDF-PINN is more efficient. Use complex-valued arithmetic or dual real outputs; avoid direct amplitude/phase output to prevent singular gradients at zeros.",5
hard_plus_acoustic_scattering_maze_022,Pro/moonshotai/Kimi-K2.6,Training Strategy,"Minimize a composite loss L = w_pde L_pde + w_bc L_bc + w_rad L_rad + w_int L_int. L_pde is the Helmholtz residual on collocation points sampled in the fluid domain. L_bc enforces the specified boundary condition on all wall and obstacle surfaces. L_rad enforces the Sommerfeld condition on the outer boundary or the PDE residual inside a PML. Use the scattered-field formulation so the network learns only u_scat, with u_inc enforced analytically. Sampling: employ residual-based adaptive refinement (RAR) to add collocation points near high-residual regions, especially at corners and narrow corridors; use denser quadrature on boundaries. Optimization: begin with Adam (lr 1e-3) for robust initial convergence, then switch to L-BFGS for high-precision minimization. Use adaptive loss weighting via Neural Tangent Kernel (NTK) analysis or GradNorm to balance competing PDE and BC terms. Curriculum: if k is large, train progressively by starting at a lower wavenumber and transfer weights to higher k. For strong Dirichlet enforcement, multiply the network output by φ(x) so it vanishes on boundaries, reducing the BC loss burden.",5
hard_plus_acoustic_scattering_maze_022,Pro/moonshotai/Kimi-K2.6,Validation Failure Risks,"1. High-frequency resolution limit: If k is large, the PINN may fail to resolve short wavelengths, causing phase errors and incorrect interference in maze corridors. Mitigate with Fourier features, increased network capacity, and curriculum learning. 2. Boundary leakage: Soft BC enforcement across many maze walls can yield significant errors; corners and thin walls are especially prone. Mitigate with strong enforcement via SDF masking, adaptive BC weighting, and dense surface sampling. 3. Geometry-induced error accumulation: Long narrow paths may cause signal decay or reflection errors. Mitigate with domain decomposition or localized windows. 4. Missing radiation/PML specification: If the exterior condition is unspecified, spurious reflections from the computational boundary will contaminate the scattered field. This must be clarified before validation. 5. Resonance and ill-posedness: Interior eigenvalues at specific k can make the problem ill-conditioned. Validate by checking solution sensitivity to small k perturbations. 6. No observational data: With only physics descriptions and no measured fields, there is no data-driven anchor to correct parameter or geometry errors; validation relies solely on residual checks, which may be insufficient for unique identification if boundary types are uncertain.",5
hard_plus_euler_shock_023,Pro/moonshotai/Kimi-K2.6,Problem Formalization,"The task is to model the time-dependent compressible Euler equations in conservation form for an inviscid fluid, subject to piecewise initial states that evolve into discontinuous solutions containing shocks and contact discontinuities. The governing system comprises conservation of mass, momentum, and total energy. Critical missing specifications include: the spatial dimension (1D/2D/3D), the specific computational domain and boundary conditions, the equation of state (e.g., ideal gas with adiabatic index gamma), the exact piecewise initial state values and jump locations, and the target final time. These omissions prevent a priori determination of wave structures, characteristic boundary treatment, and stability constraints such as the CFL condition. The modeling objective is to approximate the entropy-satisfying weak solution while strictly respecting conservation across discontinuities.",5
hard_plus_euler_shock_023,Pro/moonshotai/Kimi-K2.6,Physics Constraints,"1) Integral conservation laws (weak form): the solution must satisfy the space-time integral of the conservation equations over arbitrary control volumes, which remains valid across shocks unlike pointwise PDE residuals. 2) Rankine-Hugoniot jump conditions: across any shock, the mass, momentum, and energy flux jumps must balance the shock speed times the state jump. 3) Entropy inequality: the weak solution must satisfy the Lax entropy condition or a weak form of the physical entropy inequality to rule out expansion shocks and ensure uniqueness. 4) Positivity: density and pressure must remain strictly positive. 5) Galilean and rotational invariance should be respected by the model architecture if extended to multiple dimensions. Because the flow is inviscid, no physical viscous regularization exists; any numerical dissipation must be introduced consciously and driven to zero when claiming convergence to the inviscid limit.",5
hard_plus_euler_shock_023,Pro/moonshotai/Kimi-K2.6,Model Choice,"Select a Weak-form Physics-Informed Neural Network (W-PINN) that represents the conserved variables U(x,t) = [rho, rho*u, E] with a deep fully-connected network (e.g., 6-10 layers, 64-128 neurons) using smooth activations such as tanh or Swish. To handle discontinuities without Gibbs artifacts, the training loss is built on the weak/variational formulation of the Euler equations rather than pointwise derivatives. Augment the network with Fourier feature embeddings or multi-scale coordinate encoding to capture broadband spatial features. If the shock topology is simple (e.g., 1D or isolated 2D fronts), introduce an auxiliary interface network or level-set function to explicitly parameterize the discontinuity surface, enabling direct enforcement of Rankine-Hugoniot conditions. Justification: pointwise collocation fails at shocks because the PDE is not classically satisfied there; the weak form naturally accommodates discontinuities and allows conservation to be enforced over control volumes. A purely data-driven neural operator is avoided because the task demands physics-informed conservation and entropy constraints, and high-fidelity labeled data may not be available.",5
hard_plus_euler_shock_023,Pro/moonshotai/Kimi-K2.6,Training Strategy,"Loss composition: (i) Weak conservation residual: sample random space-time control volumes and enforce the integral of (U * phi_t + F(U) * grad(phi)) over each volume to zero using smooth test functions phi with compact support, evaluated with Gauss-Legendre quadrature. (ii) Initial condition residual: weak L2 projection of the network onto the piecewise initial data. (iii) Boundary residual: weak enforcement of characteristic boundary conditions (exact type is missing and must be specified by the user). (iv) Entropy residual: penalize violations of the weak entropy inequality using a convex entropy pair. (v) Jump loss: at detected discontinuities via gradient indicators or the auxiliary interface network, softly enforce Rankine-Hugoniot conditions and track shock speed s. (vi) Positivity barrier: add a log-barrier or penalty for non-positive density or pressure. Sampling: use Residual-based Adaptive Refinement (RAR) with space-time anisotropic sampling; start uniform, then iteratively add control volumes in high-gradient and high-residual regions such as shocks and contacts. Optimization: train in two stages. Stage 1 uses Adam with reduced weights on entropy and jump terms to establish the bulk smooth flow. Stage 2 activates Rankine-Hugoniot and entropy weights, switches to L-BFGS or a mixed Adam/L-BFGS schedule, and employs adaptive loss balancing (e.g., GradNorm) to prevent gradient dominance by shock terms. If training stalls, introduce a vanishing artificial viscosity term that is annealed to zero. Validation metrics: L1 error against exact Riemann solutions where available; total variation; global conservation error for mass, momentum, and energy; entropy production rate; minimum density and pressure; and shock speed error.",5
hard_plus_euler_shock_023,Pro/moonshotai/Kimi-K2.6,Validation Failure Risks,"1) Gibbs phenomenon: smooth networks cannot exactly represent discontinuities, leading to oscillations that may violate positivity or entropy conditions. 2) Entropy violation: weak enforcement may be insufficient to guarantee the physical entropy solution; the model may converge to weak but inadmissible solutions such as expansion shocks. 3) Conservation drift: if weak-form quadrature is insufficient or sampling is biased, global conservation may be violated over long-time integration. 4) Positivity blow-up: near strong shocks or vacuum states, the network may predict negative density or pressure, causing flux calculations to fail. 5) Missing problem specifications: without known boundary conditions, domain geometry, dimensionality, and equation-of-state parameters, the workflow cannot be fully constrained; validation against generic Riemann problems may not reflect performance on the actual target scenario. 6) Shock mislocation: if the auxiliary interface network fails to converge, Rankine-Hugoniot conditions are applied at erroneous locations, corrupting wave speeds. 7) Test-function overfitting: the network may satisfy the weak form only for the finite set of test functions used in training, failing to generalize to the true weak solution. 8) Gradient pathologies: loss terms for shocks and smooth regions have vastly different scales, causing training instability or dominance of one term, leading to poor multi-objective convergence.",5
hard_plus_rayleigh_benard_024,Pro/moonshotai/Kimi-K2.6,Problem Formalization,"The task is to solve the 2D Rayleigh-Bénard convection problem under the Boussinesq approximation, coupling velocity (u,v), pressure p, and temperature T through the incompressible Navier-Stokes and advection-diffusion equations. Missing specifications include the Rayleigh number (Ra), Prandtl number (Pr), domain aspect ratio, side-wall thermal boundary conditions (adiabatic or conducting), initial conditions, and fluid material properties. These gaps prevent determination of the convection regime (steady laminar rolls, unsteady, or turbulent), the required spatial and temporal resolution, and the expected number of convective cells.",5
hard_plus_rayleigh_benard_024,Pro/moonshotai/Kimi-K2.6,Physics Constraints,"Hard constraints are: (1) incompressibility (∇·u = 0), (2) no-slip velocity on all walls, (3) isothermal bottom (hot) and top (cold) plates. The side-wall thermal condition is unspecified; the workflow must treat it as a sensitivity parameter (commonly adiabatic or conducting). Buoyancy couples the temperature and momentum equations via the Boussinesq term. If side walls are adiabatic, mean temperature is conserved globally. The solution must permit computation of the Nusselt number from wall heat flux to quantify boundary-layer-driven transport. Symmetry properties may exist depending on aspect ratio and boundary conditions.",5
hard_plus_rayleigh_benard_024,Pro/moonshotai/Kimi-K2.6,Model Choice,"Adopt a primitive-variable Physics-Informed Neural Network (PINN) with outputs for u, v, p, and T, using Fourier-feature or sinusoidal activations to capture oscillatory roll structures. Alternatively, use a stream-function formulation to enforce incompressibility exactly and derive velocity, while a separate network output handles p and T. This architecture is chosen because it directly encodes the coupled PDE system and boundary conditions. If sparse experimental or simulation data become available, extend to a hybrid data-physics loss. Adaptive coordinate stretching or spatially varying collocation density is required to resolve thin thermal boundary layers at the top and bottom plates.",5
hard_plus_rayleigh_benard_024,Pro/moonshotai/Kimi-K2.6,Training Strategy,"Use a composite loss combining momentum residuals, continuity residual (or omit if stream-function is used), energy residual, and boundary-condition residuals, plus any available data mismatch. Apply adaptive weighting (e.g., NTK balancing or GradNorm) to handle scale disparities between velocity, pressure, and temperature. Sample collocation points with enhanced density near horizontal walls; employ adaptive resampling based on residual magnitude to capture plumes and boundary layers. Optimize with Adam followed by L-BFGS fine-tuning. If the target regime is high-Ra, use curriculum learning by pre-training on a lower Ra and transferring weights upward. For transient problems, enforce causality via time-windowing or sequential training.",5
hard_plus_rayleigh_benard_024,Pro/moonshotai/Kimi-K2.6,Validation Failure Risks,"Key risks are: (1) unspecified Ra and Pr prevent regime identification; PINNs are known to fail for chaotic or turbulent convection and long-time transients. (2) Spectral bias may smooth sharp thermal boundary layers, causing incorrect heat flux and Nusselt number. (3) Pressure ambiguity (up to a constant) can destabilize training unless pinned at a point. (4) Unspecified side-wall BCs can yield wrong roll wavelengths and heat transport. (5) Loss imbalance may lead to violated incompressibility or energy conservation. Validation metrics must include the divergence-free residual, wall-integrated Nusselt number against theoretical correlations once Ra is known, mean temperature conservation, and qualitative roll-pattern checks. Without reference data or specified parameters, validation is limited to internal consistency and scaling-law agreement.",5
hard_plus_mhd_divergence_025,Pro/moonshotai/Kimi-K2.6,Problem Formalization,"The task requires modeling two-dimensional resistive incompressible magnetohydrodynamics (MHD), where the velocity field u and magnetic field B evolve according to the incompressible momentum balance, the resistive magnetic induction equation, and the solenoidal constraints ∇·u = 0 and ∇·B = 0. The following critical specifications are missing and must be provided before any training can begin: the spatial domain geometry and bounds, boundary conditions (e.g., perfectly conducting, insulating, periodic, no-slip), initial conditions for u and B, and physical parameters such as density, kinematic viscosity, magnetic resistivity (diffusivity), and permeability. Their absence renders the initial-boundary-value problem ill-posed, meaning the solution is non-unique and the workflow cannot be instantiated.",5
hard_plus_mhd_divergence_025,Pro/moonshotai/Kimi-K2.6,Physics Constraints,"Enforce the divergence-free constraints exactly by adopting a potential formulation: introduce a stream function ψ and a magnetic flux function A such that u = ∇×(ψ e_z) and B = ∇×(A e_z). Automatic differentiation then guarantees ∇·u ≡ 0 and ∇·B ≡ 0 to machine precision, eliminating magnetic monopole errors that would otherwise destabilize the Lorentz force. The momentum balance and induction equation are enforced as soft PDE residuals on collocation points. Because boundary and initial conditions are unspecified, compatible constraints on ψ, A, and their derivatives (e.g., Dirichlet, Neumann, or periodic) remain undefined and must be supplied to close the constrained system.",5
hard_plus_mhd_divergence_025,Pro/moonshotai/Kimi-K2.6,Model Choice,"Select a Physics-Informed Neural Network (PINN) with fully-connected layers and smooth activations (e.g., tanh or sinusoidal) mapping spatiotemporal coordinates (x, y, t) to the potential outputs ψ, A, and pressure p. Pressure is retained to allow direct residual evaluation of the primitive momentum equation, while u and B are derived analytically from the potentials. This architecture is chosen because automatic differentiation handles the mixed spatial-temporal derivatives in the nonlinear MHD system; the potential representation hard-encodes the critical divergence-free constraints, avoiding the dominant failure mode of primitive-variable approaches; and if observational or simulation data become available, the network can absorb them through an additional data-fidelity term without architectural change. The absence of data specifications implies a pure physics-informed formulation.",5
hard_plus_mhd_divergence_025,Pro/moonshotai/Kimi-K2.6,Training Strategy,"Define a composite loss L = λ_mom L_momentum + λ_ind L_induction + λ_bc L_boundary + λ_ic L_initial, where the boundary and initial terms are placeholders pending specification of missing conditions. Sample space-time collocation points via Latin Hypercube Sampling, and employ adaptive refinement—such as residual-based point addition or causality-weighted sampling—targeting current sheets and vorticity filaments. Begin optimization with Adam and an adaptive learning rate, then transition to L-BFGS for high-accuracy residual minimization. Use adaptive loss weighting (e.g., GradNorm or Neural Tangent Kernel eigenvalue balancing) because momentum and induction residuals typically exhibit disparate magnitudes. Enforce temporal causality via time-marching or causal weights to prevent future states from contaminating past dynamics. Non-dimensionalization is strongly recommended once parameters are known to improve numerical conditioning.",5
